gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,NumServices,AvgMonthlySpend,ChurnProbability,Actual_Churn,RiskCategory
0,1,0,0,16,1,1,1,0,0,0,0,1,0,0,1,2,84.75,1350.15,2,79.42058823529412,0.8384745543959736,1,High Risk
1,0,1,1,45,1,1,0,0,1,1,0,1,1,1,0,1,78.75,3600.65,5,78.275,0.16189330870101357,0,Low Risk
0,0,0,0,17,1,0,1,0,1,0,0,1,0,0,1,2,83.55,1329.15,3,73.84166666666667,0.7532792571522829,0,High Risk
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,45.7,45.7,1,22.85,0.7434690865871769,1,High Risk
1,0,0,0,22,1,0,2,0,0,0,0,0,0,1,0,3,19.6,422.5,1,18.369565217391305,0.10478778249021169,0,Low Risk
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.95,69.95,1,34.975,0.9340338311614246,1,High Risk
1,0,1,1,67,1,0,0,1,0,1,1,0,1,2,0,3,67.85,4627.65,5,68.05367647058823,0.01501765360655034,0,Low Risk
0,0,1,1,67,1,1,1,0,0,1,1,1,1,2,1,0,105.65,6717.9,5,98.79264705882352,0.21574918262893195,0,Low Risk
0,0,1,0,2,0,2,0,0,0,0,0,1,1,0,0,2,44.6,97.1,2,32.36666666666667,0.846505982073774,1,High Risk
1,0,0,0,23,1,1,1,0,0,0,0,0,0,0,1,2,74.95,1710.45,1,71.26875,0.7459602599439629,1,High Risk
0,1,0,0,9,1,0,1,0,0,1,0,0,0,0,0,1,75.5,637.4,2,63.739999999999995,0.6906532564757872,0,High Risk
0,0,0,0,5,1,0,2,0,0,0,0,0,0,0,0,3,20.15,117.95,1,19.658333333333335,0.33394060921597346,0,Medium Risk
1,0,0,0,54,0,2,0,1,0,0,1,1,0,2,0,1,45.2,2460.55,3,44.73727272727273,0.035030270187445416,0,Low Risk
0,0,0,0,57,1,0,1,0,0,1,0,1,1,2,1,2,95.25,5464.65,4,94.21810344827585,0.26464653587469783,1,Low Risk
1,0,0,0,24,1,1,1,0,0,1,0,1,0,0,1,3,89.85,2165.05,3,86.602,0.7959397897792936,1,High Risk
0,0,1,1,49,1,1,1,0,1,0,0,1,1,1,0,3,100.45,4941.8,4,98.836,0.4204251251833165,1,Medium Risk
1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,2,47.15,223.15,1,37.19166666666667,0.5992648361753733,1,Medium Risk
1,0,0,0,2,1,0,1,0,0,0,0,0,1,0,1,2,80.2,181.1,2,60.36666666666667,0.9002491215535654,1,High Risk
0,0,0,1,4,1,1,1,0,0,1,1,0,0,0,1,3,87.1,341.45,3,68.28999999999999,0.8088808171469805,1,High Risk
1,0,1,1,70,1,1,0,1,1,1,1,1,0,2,1,0,79.25,5731.85,6,80.73028169014086,0.021718656663904923,0,Low Risk
1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,1,0,75.9,357.75,1,59.625,0.862382096054352,1,High Risk
1,0,1,1,53,1,1,0,1,0,1,1,1,1,0,0,2,85.7,4616.1,6,85.48333333333333,0.21865307544720267,0,Low Risk
0,0,1,0,47,1,1,1,1,1,1,0,1,0,0,1,2,98.75,4533.7,5,94.45208333333333,0.6100733880587536,1,High Risk
0,0,0,1,31,1,0,2,0,0,0,0,0,0,1,0,1,20.1,589.25,1,18.4140625,0.05162151520827138,0,Low Risk
1,0,1,1,13,1,0,0,0,1,1,1,0,0,0,0,0,61.8,750.1,4,53.57857142857143,0.22405727584836566,0,Low Risk
0,0,1,1,28,1,1,0,0,0,0,0,0,0,0,0,3,49.9,1410.25,1,48.62931034482759,0.3442980374851133,0,Medium Risk
0,0,0,0,10,1,1,1,0,0,0,0,0,1,0,0,2,86.45,830.85,2,75.53181818181818,0.8295932627324545,1,High Risk
1,0,1,0,38,1,0,2,0,0,0,0,0,0,2,0,0,20.4,743.5,1,19.064102564102566,0.023476905424858887,0,Low Risk
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.3,45.3,1,22.65,0.7977000728926118,1,High Risk
1,0,1,0,67,1,1,1,0,1,1,0,1,1,1,0,2,104.1,7040.85,5,103.54191176470589,0.39508385228447546,1,Medium Risk
1,0,1,0,52,1,0,0,1,1,0,0,1,1,1,1,3,75.4,3865.45,5,72.93301886792453,0.1942100677990769,0,Low Risk
1,0,1,1,62,1,0,1,1,1,1,1,1,1,2,0,3,108.15,6825.65,7,108.34365079365078,0.06580813392743066,0,Low Risk
0,0,0,0,16,1,0,1,0,1,0,0,0,1,0,1,2,86.25,1340.1,3,78.82941176470588,0.7679440051390803,0,High Risk
0,1,1,0,5,1,1,1,0,1,0,0,0,0,0,1,2,81.0,371.65,2,61.94166666666666,0.8878551371330278,1,High Risk
1,0,0,0,12,1,0,1,0,0,1,0,1,1,1,0,2,95.7,1184.0,4,91.07692307692308,0.548623763083639,0,Medium Risk
0,0,1,1,72,1,1,1,1,1,1,1,1,1,2,1,0,116.85,8477.7,7,116.13287671232878,0.12664662500523527,0,Low Risk
1,1,0,0,71,1,1,1,0,1,0,1,1,1,1,0,0,105.75,7382.85,5,102.53958333333334,0.3065325446085557,0,Medium Risk
0,0,1,0,24,1,0,2,0,0,0,0,0,0,1,0,3,20.15,456.85,1,18.274,0.11077072919381485,0,Low Risk
0,0,0,0,15,1,0,2,0,0,0,0,0,0,2,0,3,19.6,331.6,1,20.725,0.05273955297903407,0,Low Risk
1,0,1,0,67,1,0,1,1,1,0,0,0,1,1,1,1,90.6,6056.15,4,89.06102941176471,0.24135845311878765,1,Low Risk
1,0,0,1,2,1,1,0,1,1,0,0,0,0,0,0,0,60.95,134.6,3,44.86666666666667,0.42700443846758607,0,Medium Risk
0,0,1,1,5,0,2,0,0,0,0,0,0,0,0,0,3,25.05,125.5,0,20.916666666666668,0.6103644129320258,0,High Risk
0,0,1,0,15,1,0,1,0,0,0,0,1,1,0,0,2,88.15,1390.6,3,86.9125,0.7309551537619361,1,High Risk
1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,3,20.2,20.2,1,10.1,0.5803799774759314,1,Medium Risk
1,0,1,1,41,1,0,0,1,1,1,0,0,0,1,1,0,60.3,2511.3,4,59.792857142857144,0.0628030121214418,0,Low Risk
0,0,0,1,43,1,0,0,1,1,0,0,0,1,0,1,2,63.95,2737.05,4,62.20568181818182,0.21651143825903874,0,Low Risk
1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,2,74.3,74.3,1,37.15,0.9369330693162353,0,High Risk
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.6,70.6,1,35.3,0.941056133468659,0,High Risk
0,0,1,1,26,1,0,1,0,0,0,0,1,1,0,1,2,90.8,2361.8,3,87.47407407407408,0.754937689172707,1,High Risk
1,0,0,0,22,1,1,1,0,1,0,0,0,0,0,1,2,79.35,1730.35,2,75.23260869565217,0.7085441123473009,1,High Risk
1,0,1,0,71,1,1,0,1,1,1,1,1,1,2,0,0,90.55,6404.0,7,88.94444444444444,0.03522279001245644,0,Low Risk
1,0,0,0,7,1,0,2,0,0,0,0,0,0,2,0,3,19.45,165.35,1,20.66875,0.0669653399052507,0,Low Risk
0,1,0,0,28,1,1,0,0,1,1,1,0,0,0,0,0,64.45,1867.6,4,64.39999999999999,0.21433099228649866,0,Low Risk
1,1,0,0,16,1,0,1,0,0,0,0,0,0,0,0,2,69.65,1043.3,1,61.370588235294115,0.6573725102282483,0,High Risk
1,0,0,0,7,1,0,2,0,0,0,0,0,0,1,0,3,19.5,128.6,1,16.075,0.17603723232783,0,Low Risk
0,0,0,0,69,1,1,1,0,1,1,1,1,1,2,1,0,110.5,7455.45,6,106.50642857142857,0.21347214661890782,0,Low Risk
0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,3,24.7,24.7,0,12.35,0.702144541643296,0,High Risk
1,0,0,0,3,1,0,0,1,0,1,0,1,1,0,1,2,77.4,206.15,5,51.5375,0.8126050057963853,0,High Risk
1,1,0,0,21,1,0,1,0,0,1,0,1,1,0,1,0,96.8,2030.3,4,92.28636363636363,0.7916243366273189,1,High Risk
0,0,1,0,69,1,1,1,0,1,1,0,0,0,0,1,0,85.4,5869.4,3,83.84857142857142,0.4684606738918816,0,Medium Risk
0,0,1,0,71,0,2,0,1,1,1,1,0,0,2,1,0,47.6,3377.8,4,46.91388888888889,0.021921539109547517,0,Low Risk
0,0,1,1,69,1,0,2,0,0,0,0,0,0,2,0,3,19.4,1346.2,1,19.231428571428573,0.007366181047938448,0,Low Risk
0,0,0,0,48,1,1,1,0,0,1,1,1,1,0,1,2,103.85,4946.05,5,100.93979591836735,0.7204227407953107,0,High Risk
1,0,1,0,47,1,1,1,0,1,1,0,0,0,0,1,0,83.35,4065.0,3,84.6875,0.5153041691127207,1,Medium Risk
0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,2,49.4,106.55,1,35.516666666666666,0.7654129836211243,1,High Risk
1,0,0,0,45,1,1,1,1,0,1,1,1,1,0,1,1,108.45,4964.7,6,107.92826086956521,0.605233596060487,0,High Risk
1,0,0,0,51,1,1,1,0,1,0,0,0,0,0,0,0,81.0,4085.75,2,78.57211538461539,0.4309480596119332,0,Medium Risk
0,0,1,0,22,1,1,0,1,0,0,1,1,1,0,1,2,79.2,1742.75,5,75.77173913043478,0.5409181208484884,1,Medium Risk
1,0,0,0,72,1,1,0,1,1,1,1,1,1,2,0,0,86.65,6224.8,7,85.27123287671233,0.026845085787940315,0,Low Risk
1,0,1,1,37,1,1,1,0,1,1,0,1,0,0,1,2,92.95,3415.25,4,89.875,0.6378773611820666,0,High Risk
1,0,1,1,71,1,1,0,1,1,1,1,1,1,2,0,2,90.35,6325.25,7,87.85069444444444,0.031042862059877562,0,Low Risk
1,0,1,1,7,1,0,0,0,0,1,0,0,0,0,0,2,48.7,340.25,2,42.53125,0.3858895065111048,1,Medium Risk
0,0,0,0,66,1,1,2,0,0,0,0,0,0,2,1,1,25.15,1683.6,1,25.128358208955223,0.021316503056692367,0,Low Risk
1,0,1,1,51,1,0,0,1,0,0,1,1,1,1,1,0,76.4,3966.3,5,76.275,0.09982736476000181,0,Low Risk
0,0,1,1,30,1,0,2,0,0,0,0,0,0,1,0,0,19.55,608.5,1,19.629032258064516,0.04895814038839031,0,Low Risk
0,0,0,0,34,1,1,1,0,0,0,0,1,0,0,0,2,85.35,2896.6,2,82.75999999999999,0.6727727346746737,0,High Risk
1,0,1,1,64,1,1,2,0,0,0,0,0,0,2,1,3,24.8,1514.85,1,23.305384615384614,0.021810927276124444,0,Low Risk
1,1,1,0,65,1,1,1,0,1,1,0,1,1,1,1,0,103.15,6792.45,5,102.91590909090908,0.47466536967433065,0,Medium Risk
1,0,0,0,47,1,1,1,1,1,0,1,1,0,0,0,3,100.75,4669.2,5,97.27499999999999,0.43568831158802707,0,Medium Risk
0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,2,95.6,95.6,4,47.8,0.9648237337544935,1,High Risk
0,0,0,0,49,1,1,0,1,1,0,0,0,0,0,1,1,59.75,2934.3,3,58.68600000000001,0.2280809452023358,1,Low Risk
0,0,1,1,67,1,1,1,0,1,0,1,1,0,2,0,1,94.1,6302.8,4,92.68823529411765,0.0759627088351714,0,Low Risk
1,0,0,1,39,1,0,2,0,0,0,0,0,0,1,0,0,19.35,779.2,1,19.48,0.033375378987889434,0,Low Risk
1,0,0,0,14,1,0,2,0,0,0,0,0,0,0,0,3,19.9,283.75,1,18.916666666666668,0.2718625080350013,0,Low Risk
0,1,0,0,43,1,0,1,1,1,0,1,1,1,0,1,1,108.15,4600.7,6,104.56136363636364,0.5690771640441737,1,Medium Risk
1,1,0,0,56,1,1,1,0,0,1,0,1,1,0,1,2,101.05,5594.0,4,98.14035087719299,0.7935955262472253,0,High Risk
0,0,0,0,14,1,0,0,0,0,0,1,0,1,1,0,1,59.1,772.85,3,51.52333333333333,0.21953555901014601,0,Low Risk
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,71.35,71.35,1,35.675,0.8993379766861611,1,High Risk
1,0,1,1,16,1,0,0,1,1,0,0,0,0,1,1,3,55.85,857.8,3,50.45882352941176,0.17344887775030424,0,Low Risk
1,0,1,1,70,1,1,1,1,1,0,0,1,1,0,1,2,106.05,7554.05,5,106.39507042253521,0.5754388776764253,0,Medium Risk
1,1,1,0,72,1,1,0,1,1,1,0,1,1,2,1,1,84.1,5981.65,6,81.94041095890411,0.07985582299098706,0,Low Risk
0,0,1,1,23,1,0,1,0,0,1,0,0,0,0,1,1,75.3,1702.9,2,70.95416666666667,0.5845891445289968,0,Medium Risk
1,0,0,1,21,1,1,2,0,0,0,0,0,0,0,0,3,24.7,467.15,1,21.23409090909091,0.25317730951913153,0,Low Risk
0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,3,20.15,20.15,1,10.075,0.5809432562898182,1,Medium Risk
1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,69.75,69.75,1,34.875,0.8332319617279426,1,High Risk
0,1,1,0,32,1,1,1,0,0,0,0,1,1,0,1,2,93.2,2931.0,3,88.81818181818181,0.8533838520207195,1,High Risk
1,0,1,1,17,1,0,1,0,0,0,0,1,0,0,0,2,80.85,1400.85,2,77.82499999999999,0.6062960258383506,1,High Risk
0,0,0,0,4,0,2,0,1,1,0,0,0,0,0,1,2,33.65,137.85,2,27.57,0.6179938794631222,1,High Risk
0,0,0,0,36,1,1,0,0,0,1,0,0,0,1,0,2,55.8,1941.5,2,52.472972972972975,0.17582184435976075,0,Low Risk
0,0,0,0,50,0,2,0,0,1,1,1,0,0,2,0,1,39.7,1932.75,3,37.89705882352941,0.03201263082812663,0,Low Risk
0,0,1,1,48,0,2,0,0,0,0,1,0,0,0,1,1,29.5,1423.05,1,29.041836734693877,0.23264388208458317,0,Low Risk
0,0,0,1,50,1,0,2,0,0,0,0,0,0,2,0,1,20.15,970.85,1,19.03627450980392,0.011409457364481861,0,Low Risk
1,0,1,0,72,1,1,0,1,1,1,1,0,1,2,0,1,79.55,5810.9,6,79.60136986301369,0.022676171649111124,0,Low Risk
1,0,0,1,10,1,1,2,0,0,0,0,0,0,0,0,1,24.8,223.9,1,20.354545454545455,0.29973048008347025,0,Low Risk
0,0,0,0,18,1,0,2,0,0,0,0,0,0,0,0,3,19.65,391.7,1,20.61578947368421,0.2311380937506673,0,Low Risk
1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,2,79.95,79.95,2,39.975,0.9545336728569759,1,High Risk
0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,2,19.3,19.3,1,9.65,0.43605621921335586,1,Medium Risk
1,0,0,0,9,1,0,1,0,0,1,0,1,1,0,1,2,94.05,811.65,4,81.16499999999999,0.8684341576736707,0,High Risk
1,0,0,0,2,1,1,1,1,0,0,0,0,1,0,0,3,90.75,174.75,3,58.25,0.9114921509864142,0,High Risk
0,0,1,0,40,1,1,1,0,0,0,1,0,0,0,1,1,78.85,3126.85,2,76.26463414634146,0.5747494376718356,0,Medium Risk
1,0,1,0,69,1,1,1,0,0,1,0,1,1,1,0,0,99.5,6841.45,4,97.735,0.3938328474479475,0,Medium Risk
0,0,1,0,37,1,1,1,1,0,1,1,0,1,1,1,2,99.2,3754.6,5,98.80526315789473,0.37114222559925997,1,Medium Risk
1,0,0,1,18,1,1,1,0,0,1,0,0,0,0,1,1,80.55,1406.65,2,74.03421052631579,0.693379107222516,0,High Risk
1,1,1,0,11,1,0,1,0,0,0,0,0,0,0,1,2,70.2,834.7,1,69.55833333333334,0.7302691862219961,0,High Risk
0,0,1,0,8,1,1,1,0,0,0,0,0,1,0,1,1,85.2,627.4,2,69.71111111111111,0.9028447950192323,1,High Risk
0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,75.25,242.0,1,60.5,0.821105990540705,1,High Risk
1,0,1,1,55,1,0,0,1,0,0,0,0,1,1,0,1,59.45,3157.0,3,56.375,0.06390020618981716,0,Low Risk
1,0,1,0,33,1,1,1,0,1,1,0,0,1,0,1,2,93.35,3092.0,4,90.94117647058823,0.7330532879231629,0,High Risk
0,0,0,0,46,1,0,0,0,0,0,0,0,0,0,0,0,44.95,2168.9,1,46.1468085106383,0.1651771172463963,0,Low Risk
1,0,0,0,34,1,1,2,0,0,0,0,0,0,2,0,0,26.1,980.35,1,28.01,0.03293966758269033,0,Low Risk
0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,2,20.2,65.95,1,16.4875,0.36173318133550053,0,Medium Risk
1,0,1,1,30,1,0,2,0,0,0,0,0,0,2,0,3,21.25,711.9,1,22.96451612903226,0.02664735481822555,0,Low Risk
0,0,0,0,33,1,1,0,1,0,0,1,0,0,1,0,2,59.4,1952.8,3,57.43529411764706,0.0948217274011939,0,Low Risk
1,0,1,1,45,1,1,1,0,1,1,0,0,1,1,1,1,95.0,4368.85,4,94.97500000000001,0.38185133082071826,0,Medium Risk
1,0,0,0,40,1,0,0,1,1,0,1,0,0,0,1,3,61.9,2647.1,4,64.56341463414634,0.1624190201675361,0,Low Risk
0,0,0,0,71,1,1,1,1,1,1,1,1,1,2,1,2,118.65,8477.6,7,117.74444444444445,0.19446550761832765,0,Low Risk
1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,2,54.35,54.35,2,27.175,0.7756024159261808,1,High Risk
0,0,1,1,72,0,2,0,1,1,1,1,1,1,2,0,0,64.45,4528.0,6,62.02739726027397,0.023003246830656777,0,Low Risk
0,0,1,1,22,1,0,1,0,0,0,0,0,1,0,1,2,80.15,1790.65,2,77.85434782608696,0.6944571491367086,0,High Risk
1,0,1,1,46,1,0,2,0,0,0,0,0,0,1,1,0,20.2,845.6,1,17.99148936170213,0.049455011710732986,0,Low Risk
0,0,1,1,55,1,0,2,0,0,0,0,0,0,2,0,3,21.0,1210.3,1,21.6125,0.012257044717306105,0,Low Risk
1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,20.45,20.45,1,10.225,0.4706556021787265,0,Medium Risk
0,0,0,0,12,1,1,0,0,0,0,1,1,1,1,1,3,75.85,854.45,4,65.72692307692309,0.5518519531410723,0,Medium Risk
1,0,0,0,31,1,1,1,0,1,0,0,0,0,0,1,2,80.45,2429.1,2,75.909375,0.683873259960627,0,High Risk
1,0,1,0,5,0,2,0,0,0,0,0,0,0,0,1,2,24.95,100.4,0,16.733333333333334,0.7870017734827729,1,High Risk
0,0,1,1,67,1,1,0,1,0,0,0,1,1,2,1,2,75.5,5229.45,4,76.90367647058824,0.0736335065294122,0,Low Risk
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,44.45,44.45,1,22.225,0.7051116617562733,0,High Risk
1,0,1,0,40,0,2,0,1,1,1,0,0,0,1,1,2,42.35,1716.45,3,41.864634146341466,0.1713096363407852,1,Low Risk
1,0,1,1,41,1,1,0,1,1,1,0,1,0,0,1,1,74.55,3023.55,5,71.98928571428571,0.28295099715178157,0,Low Risk
1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,2,75.3,75.3,1,37.65,0.9545155393023843,1,High Risk
1,0,0,0,51,1,1,1,1,1,0,0,1,0,1,1,2,94.8,4837.6,4,93.03076923076924,0.3583627853015904,1,Medium Risk
1,0,1,1,42,0,2,0,1,0,1,1,1,0,2,0,1,48.15,2032.3,4,47.26279069767442,0.03407246576540816,0,Low Risk
1,0,1,1,23,1,0,2,0,0,0,0,0,0,1,0,3,19.65,436.9,1,18.204166666666666,0.08255131411969703,0,Low Risk
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.55,70.55,1,35.275,0.9358133407343142,1,High Risk
0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,20.15,20.15,1,10.075,0.46819629209470415,0,Medium Risk
0,0,0,0,56,1,1,1,1,1,0,0,1,1,0,1,1,106.6,5893.95,5,103.40263157894736,0.6764204128113099,0,High Risk
1,0,0,1,15,1,1,1,0,1,0,0,1,0,0,1,2,91.0,1430.05,3,89.378125,0.7177321111876711,0,High Risk
1,0,1,1,12,1,1,2,0,0,0,0,0,0,2,1,0,25.4,313.0,1,24.076923076923077,0.08639146563876546,0,Low Risk
0,0,1,1,54,1,0,0,1,0,1,1,0,1,2,0,0,69.95,3871.85,5,70.39727272727272,0.016369961633851047,0,Low Risk
0,0,0,0,7,1,0,0,0,0,0,0,1,1,0,1,2,66.85,458.1,3,57.2625,0.7632555088022553,0,High Risk
0,0,1,1,33,1,1,1,0,0,0,0,0,1,0,0,1,86.15,2745.7,2,80.75588235294117,0.6484260409078002,1,High Risk
1,0,1,1,16,1,0,2,0,0,0,0,0,0,0,0,2,20.15,341.35,1,20.079411764705885,0.19625538729685138,0,Low Risk
0,0,0,1,21,1,0,0,1,0,1,0,0,1,1,0,3,64.85,1336.8,4,60.76363636363636,0.141873849151108,0,Low Risk
1,1,1,0,30,1,1,0,0,0,1,0,1,1,2,0,2,74.85,2181.75,4,70.37903225806451,0.19846129252863035,0,Low Risk
1,0,0,0,3,1,0,0,0,0,0,1,0,0,0,1,3,50.5,147.75,2,36.9375,0.6221105712046179,0,High Risk
1,0,0,0,11,1,0,1,0,0,1,0,0,0,0,0,2,72.9,818.45,2,68.20416666666667,0.5976320433546554,0,Medium Risk
0,0,0,0,62,1,1,1,1,1,1,1,1,1,1,1,1,115.05,7133.45,7,113.22936507936508,0.336445788905699,0,Medium Risk
1,0,0,0,18,1,0,2,0,0,0,0,0,0,0,0,2,19.0,348.8,1,18.357894736842105,0.22261813669701858,0,Low Risk
1,0,0,1,6,1,0,2,0,0,0,0,0,0,0,0,3,19.55,128.6,1,18.37142857142857,0.26165823422605355,0,Low Risk
0,0,0,0,46,1,1,1,0,0,1,0,1,1,1,1,2,101.1,4674.4,4,99.45531914893617,0.6168380405432935,0,High Risk
1,0,0,0,21,1,1,1,0,0,0,0,0,1,0,1,2,84.1,1737.45,2,78.97500000000001,0.8208823340401846,0,High Risk
1,0,0,0,68,1,1,2,0,0,0,0,0,0,2,1,0,24.15,1498.85,1,21.72246376811594,0.018639412381203257,0,Low Risk
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,50.1,50.1,1,25.05,0.8493765829070877,0,High Risk
0,0,1,0,25,1,0,1,0,0,1,0,0,0,0,1,2,74.6,1797.75,2,69.14423076923077,0.6750823174823126,0,High Risk
0,0,0,1,24,1,0,2,0,0,0,0,0,0,2,0,3,19.75,498.1,1,19.924,0.030217887111814157,0,Low Risk
0,0,1,0,30,1,1,1,0,0,0,0,0,1,0,1,2,85.0,2624.25,2,84.65322580645162,0.7862593013149914,1,High Risk
0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,2,80.55,184.1,2,61.36666666666667,0.8495605738402953,1,High Risk
1,0,1,0,51,1,1,1,0,1,1,0,1,1,1,1,0,106.8,5498.8,5,105.74615384615385,0.5389345309371644,0,Medium Risk
0,0,1,1,57,1,1,0,1,0,1,1,1,1,2,1,2,84.5,4845.4,6,83.54137931034482,0.06384721701732629,0,Low Risk
0,0,0,0,15,1,1,2,0,0,0,0,0,0,2,0,0,25.05,369.1,1,23.06875,0.06600478930183293,0,Low Risk
0,0,1,1,72,1,0,0,1,1,1,1,1,1,2,1,0,83.7,6096.9,7,83.51917808219177,0.02303864269725578,0,Low Risk
0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,1,2,75.8,160.75,2,53.583333333333336,0.8695722935849807,1,High Risk
1,0,1,0,28,1,1,1,0,1,1,0,1,0,0,0,1,96.6,2684.35,4,92.56379310344828,0.6545574417644692,0,High Risk
1,1,1,0,29,1,1,1,0,0,1,0,1,1,0,1,2,98.5,3004.15,4,100.13833333333334,0.8204689275838006,1,High Risk
1,0,1,1,70,1,0,1,1,1,1,1,1,0,2,1,1,101.1,6994.8,6,98.51830985915493,0.059707336260942476,0,Low Risk
0,0,0,0,13,1,0,2,0,0,0,0,0,0,1,0,3,20.2,273.25,1,19.517857142857142,0.1371151813258392,0,Low Risk
0,1,1,0,59,1,1,1,1,1,1,1,0,0,1,1,2,94.05,5483.9,5,91.39833333333333,0.21340624001691316,0,Low Risk
1,1,1,0,13,1,1,1,0,0,0,0,1,1,0,1,2,95.25,1233.65,3,88.11785714285715,0.9022007820618662,1,High Risk
1,1,1,0,7,1,1,1,0,0,0,0,0,0,0,1,3,74.4,527.9,1,65.9875,0.8618363461172147,1,High Risk
0,0,1,0,62,1,0,0,1,0,1,1,1,1,2,0,3,81.0,4985.9,6,79.14126984126983,0.04116227521418914,0,Low Risk
0,0,0,0,21,1,0,0,1,0,1,1,0,0,1,1,2,60.25,1258.35,4,57.19772727272727,0.13023611028284668,0,Low Risk
0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,2,60.85,111.4,3,37.13333333333333,0.746323637612815,0,High Risk
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,43.95,43.95,1,21.975,0.6627150718386067,0,High Risk
1,0,0,0,4,1,0,1,0,0,1,0,0,1,0,0,2,86.05,308.1,3,61.620000000000005,0.86096126381395,0,High Risk
0,0,0,0,19,1,0,2,0,0,0,0,0,0,1,0,1,20.25,383.65,1,19.182499999999997,0.09962881188349877,0,Low Risk
0,0,0,0,30,1,0,1,0,0,0,1,1,0,0,0,2,85.15,2555.9,3,82.4483870967742,0.5079876245401778,1,Medium Risk
1,0,1,1,67,1,0,2,0,0,0,0,0,0,2,1,1,19.4,1284.2,1,18.88529411764706,0.010415777170762775,0,Low Risk
1,1,1,0,72,1,1,1,1,1,1,0,0,1,2,1,1,102.65,7550.3,5,103.42876712328767,0.17131045061436392,0,Low Risk
1,0,1,0,53,1,0,2,0,0,0,0,0,0,2,0,1,19.9,1110.05,1,20.55648148148148,0.014366304449612536,0,Low Risk
0,0,0,0,5,1,0,2,0,0,0,0,0,0,1,0,2,19.55,99.6,1,16.599999999999998,0.1711933311625355,0,Low Risk
1,1,1,0,71,1,0,1,0,1,1,1,0,1,2,1,1,95.5,6707.15,5,93.1548611111111,0.11919636327801571,0,Low Risk
0,0,1,1,50,1,1,0,0,1,1,1,1,1,1,1,1,84.15,4164.4,6,81.6549019607843,0.17644565903926077,0,Low Risk
1,0,1,1,56,1,1,1,0,0,1,1,1,1,2,1,2,103.2,5873.75,5,103.04824561403508,0.21722160160622403,0,Low Risk
1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,1,50.2,109.25,2,36.416666666666664,0.5872660944304781,0,Medium Risk
0,1,0,0,2,1,1,1,0,0,1,0,0,1,0,1,2,88.55,179.25,3,59.75,0.9465841425806931,1,High Risk
1,0,1,1,24,1,1,0,1,0,0,0,0,0,0,0,2,54.75,1338.15,2,53.526,0.2618715808605413,1,Low Risk
1,0,1,1,46,1,0,2,0,0,0,0,0,0,2,0,1,19.95,862.4,1,18.348936170212767,0.014197851555816366,0,Low Risk
1,0,1,0,71,1,1,1,1,1,1,1,1,1,2,1,2,116.25,8564.75,7,118.95486111111111,0.17572336679486392,0,Low Risk
0,0,0,0,29,0,2,0,0,0,0,1,0,0,0,1,2,31.2,926.2,1,30.873333333333335,0.44487027803504103,0,Medium Risk
1,0,1,1,69,1,1,2,0,0,0,0,0,0,2,0,0,24.45,1718.2,1,24.545714285714286,0.00863079116405212,0,Low Risk
1,0,1,0,71,1,1,0,0,1,1,1,1,1,2,0,1,84.2,5956.85,6,82.73402777777778,0.049618061815992126,0,Low Risk
0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,2,91.3,91.3,3,45.65,0.9766896824858723,1,High Risk
